list_rank,bgm_rank,id,name,name_cn,year,score,votes,tags,url
368,673,9757,君に届け 2ND SEASON,好想告诉你 第二季,2011,7.6,4311,好想急死你|恋爱|治愈|校园|ProductionI.G|能登麻美子|2011年1月|TV|好想闪死你|君に届け|2011|浪川大辅|漫画改|中村悠一|Production.I.G|漫改|少女向|纯爱|爽朗100君|青春|好想告诉你|风早君|平野綾|日常|少女|沢城みゆき|日本|鏑木ひろ|宫野真守|乙女向,https://chii.in/subject/9757
369,674,525565,正反対な君と僕,相反的你和我,2026,7.6,2700,恋爱|校园|2026年1月|漫画改|TV|LapinTrack|搞笑|2026|日本|漫改|日常|少年向|长友孝和|2026冬|ラパントラック|青春|喜剧|長友孝和|铃代纱弓|群像|坂田将吾|治愈|游戏改|2026年|加藤渉|纯爱|楠木灯|动画|内海照子|TVA,https://chii.in/subject/525565
370,675,260770,ご注文はうさぎですか？ BLOOM,请问您今天要来点兔子吗？BLOOM,2020,7.6,4924,芳文社|百合|日常|萌系|2020年10月|漫画改|TV|请问您今天要来点兔子吗？|2020|轻百合|治愈|漫改|萌|萝莉|Encourage_Films|EncourageFilms|日本|续作|萌豚|搞笑|轻百|桥本裕之|橋本裕之|エンカレッジフィルムズ|2020年|点兔|佐仓绫音|废萌|WHITEFOX|水瀬いのり,https://chii.in/subject/260770
371,676,85204,生徒会役員共*,妄想学生会＊,2014,7.6,8034,黄段子|搞笑|吐槽|2014年1月|妄想学生会|漫画改|校园|TV|GoHands|黄段子学生会|2014|下限|糟糕|后宫|日笠阳子|漫改|日常|日本|续作|金澤洪充|工口|金泽洪充|2014年|节操|恋爱|第二季|动画|喜剧|季番|浅沼晋太郎,https://chii.in/subject/85204
374,686,10553,Usavich Season 4,监狱兔 第四季,2011,7.6,2150,搞笑|监狱兔|泡面番|2011|TV|普京|越狱兔|原创|爆笑|Usavich|有姦情|婚姻生活|蛋疼|不解释|追番中|KanabanGraphics|动画|日本|短片|续作|童年|2011年3月|3D|ovo|泡面|喜剧|富冈聪|越獄兔|日常|富岡聡,https://chii.in/subject/10553
376,689,415779,進撃の巨人 The Final Season 完結編 後編,进击的巨人 最终季 完结篇 后篇,2023,7.6,10091,MAPPA|进击的巨人|战斗|漫画改|热血|TV|2023|2023年10月|战争|漫改|奇幻|剧场版|林祐一郎|谏山创|日本|2023年|续作|神作|泽野弘之|完结|2023年11月|OVA|剧情|一个时代的落幕|濑古浩司|那种事情不要啊|瀬古浩司|日本动画|TVSP|梶裕貴,https://chii.in/subject/415779
379,694,302189,86―エイティシックス―,86 -不存在的战区-,2021,7.6,15710,A-1Pictures|轻小说改|科幻|战斗|泽野弘之|2021年4月|战争|TV|机战|轻改|2021|恋爱|小说改|石井俊匡|日本|大野敏哉|催泪|86|热血|長谷川育美|2021年|萝卜|治愈|-86-eightsix-|神作|奇幻|日漫|机甲|长谷川育美|季番,https://chii.in/subject/302189
380,696,2782,NARUTO -ナルト- 疾風伝,火影忍者疾风传,2007,7.6,7643,NARUTO|热血系|热血|民工动漫|TV|集英社|战斗|漫画改|2007|JUMP|儿子等爹死了把火影的大结局烧给我吧|漫改|StudioPierrot|火影忍者|日本|火影|儿子等娘死了把火影的大结局烧给我吧|民工|什么鸣雏啊明明是鸣佐|长篇|童年|奇幻|2007年2月|忍者|小丑社|2007年1月|ぴえろ|岸本齐史|PIERROT|民工漫,https://chii.in/subject/2782
382,702,86670,ヤマノススメ セカンドシーズン,向山进发 第二季,2014,7.6,4059,百合|泡面番|TV|漫画改|2014年7月|8bit|治愈|2014|向山进发|日常|山本裕介|阿澄佳奈|井口裕香|漫改|小倉唯|轻百合|8-Bit|日本|萌|第二季|2014年|7月|运动|泡面|续作|登山|エイトビット|校园|萌豚|松尾祐辅,https://chii.in/subject/86670
385,710,36355,LUPIN the Third -峰不二子という女-,鲁邦三世 -名为峰不二子的女人-,2012,7.6,2024,鲁邦三世|2012年4月|TV|沢城みゆき|2012|神作画|文艺|山本沙代|冈田磨里|肉|TMS|原创|工口|爵士|梶裕贵|美漫风|钉宫理惠|漫画改|岡田麿里|冈田麿里|峰不二子|TMSEntertainment|渡边信一郎|泽城美雪|漫改|日本|小池健|战斗|四月番|动画,https://chii.in/subject/36355
386,711,3425,NARUTO -ナルト-,火影忍者,2002,7.6,8685,火影|NARUTO|热血|战斗|JUMP|民工|TV|热血系|漫画改|2002|忍者|StudioPierrot|漫改|鸣人|一吻定情|日本|少年向|童年|火影忍者|2002年10月|鸣佐|奇幻|长篇|热血少年|连载|佐鸣|小丑社|ぴえろ|2002年|日本动画,https://chii.in/subject/3425
387,712,378862,お兄ちゃんはおしまい！,别当欧尼酱了！,2023,7.6,17786,性转|日常|搞笑|百合|StudioBind|2023年1月|漫画改|TV|漫改|2023|老夫也好想变成女孩子和女孩子贴贴|萌系|藤井慎吾|日本|今村亮|轻百合|萌|治愈|校园|萝莉|横手美智子|萌豚|轻百|2023年|作画|废萌|一迅社|喜剧|变百|季番,https://chii.in/subject/378862
389,715,2790,君に届け,好想告诉你,2009,7.6,5805,纯爱|校园|能登麻美子|好想告诉你|少女向|治愈|2009年10月|治愈清新|恋爱|TV|好想急死你|2009|浪川大辅|I.G|漫画改|ProductionI.G|治愈系|Production.I.G|君届|贞子|漫改|純愛|青春|校園|少女|日本|日常|中村悠一|君に届け|2009年,https://chii.in/subject/2790
390,721,348335,平家物語,平家物语,2022,7.6,4551,山田尚子|历史|ScienceSARU|小说改|TV|牛尾宪辅|2022年1月|吉田玲子|2022|2021年10月|2021|战争|牛尾憲輔|日本|悠木碧|奇幻|轻小说改|平家物语|剧情|山田尚子你带我走吧山田尚子|サイエンスSARU|战斗|轻改|小島崇史|小岛崇史|原创|2022年|日本动画|TVA|樱井孝宏,https://chii.in/subject/348335
392,723,174142,舟を編む,编舟记,2016,7.6,3075,小说改|2016年10月|TV|职场|ZEXCS|noitaminA|2016|编舟记|樱井孝宏|治愈|神谷浩史|三浦しをん|励志|坂本真绫|日常|佐藤卓哉|黒柳トシマサ|日本|轻小说改|2016年|黑柳利充|轻改|三浦紫苑|人生|剧情|青山浩行|日本动画|TVA|TV动画|黑柳利允,https://chii.in/subject/174142
395,729,3482,ギャグマンガ日和＋,搞笑漫画日和＋,2010,7.6,2687,搞笑|吐槽|日和|泡面番|TV|2010年1月|大地丙太郎|2010|漫画改|搞笑漫画日和|studiodeen|猥瑣系|漫改|kuso|搞笑漫画|日本|增田こうすけ|增田幸助|泡面|2010年|光速吐槽|续作|恶搞|ArtLand|动画|日和文化|スタジオディーン|名冢佳织|anime|TVA,https://chii.in/subject/3482
397,735,20547,WORKING'!!,迷糊餐厅 第二季,2011,7.6,5712,搞笑|WORKING|轻喜剧|2011年10月|A-1Pictures|TV|福山润|日常|漫画改|2011|神谷浩史|亚麻大|恋爱|男性恐惧症|没有萨满汪汪|漫改|萝莉控|打工|职场|十月番|阿澄佳奈|日本|大槻敦史|小野大辅|治愈|欢乐|迷糊餐厅|萌|A-1|中村出现了,https://chii.in/subject/20547
398,736,316247,Re:ゼロから始める異世界生活 2nd season 後半クール,Re：从零开始的异世界生活 第二季 后半部分,2021,7.6,12437,异世界|轻小说改|2021年1月|轮回|奇幻|TV|WHITEFOX|穿越|WHITE-FOX|2021|战斗|轻改|小说改|续集|日本|渡邊政治|恋爱|Re:从零开始异世界生活|后宫|续作|Re:ゼロから始める異世界生活|渡边政治|re0|冒险|Re：从零开始的异世界生活|热血|2021年|长月达平|WHITE_FOX|高橋李依,https://chii.in/subject/316247
399,737,266301,ドロヘドロ,异兽魔都,2020,7.6,4002,MAPPA|奇幻|2020年1月|TV|战斗|漫画改|猎奇|血腥|2020|漫改|异兽魔都|林祐一郎|濑古浩司|林田球|日本|搞笑|3D|(K)NoW_NAME|热血|2020年|瀬古浩司|Netflix|魔法|暴力美学|悬疑|黑色幽默|异世界|岸友洋|2020s|TVA,https://chii.in/subject/266301
400,741,297396,バック・アロウ,巴克·亚罗,2021,7.6,4986,原创|机战|谷口悟朗|2021年1月|TV|萝卜|studioVOLN|战斗|热血|2021|中島かずき|科幻|梶裕貴|中岛一基|日本|田中公平|搞笑|燃|奇幻|2021年|机甲|剧情|2021冬|扭曲|半年番|梶裕贵|杉田智和|神展开|Studio_VOLN|动画,https://chii.in/subject/297396
402,744,2785,犬夜叉 完結編,犬夜叉 完结篇,2009,7.6,2797,犬夜叉|高橋留美子|完结|TV|穿越|SUNRISE|2009年10月|2009|怨念补完|漫画改|恋爱|高桥留美子|战斗|大坑|奇幻|山口胜平|漫改|人畜恋|雪野五月|童年|日本|热血|日暮戈薇|经典|爱情|青木康直|续作|怨念|2009年|冒险,https://chii.in/subject/2785
403,745,334,フルメタル・パニック!,全金属狂潮,2002,7.6,5738,全金属狂潮|GONZO|TV|贺东招二|2002|科幻|萝卜|轻小说改|军事狂，无常识|雪野五月|机战|2002年1月|关智一|纸扇|小说改|轻改|千明孝一|全金属狂潮1|搞笑|校园|SF|日本|战斗|角川书店|京阿尼|2002年|全金|恋爱|机器人|半年番,https://chii.in/subject/334
405,747,262940,とある科学の超電磁砲T,某科学的超电磁炮T,2020,7.6,12173,J.C.STAFF|某科学的超电磁炮|战斗|校园|2020年1月|漫画改|TV|百合|2020|魔法禁书目录|科幻|漫改|长井龙雪|外传|日本|续篇|炮姐|奇幻|超能力|日常|御坂美琴|续作|超电磁炮|轻小说改|轻百合|長井龍雪|轻改|热血|少年向|搞笑,https://chii.in/subject/262940
406,748,265708,女子高生の無駄づかい,女高中生的无所事事,2019,7.6,11506,搞笑|日常|校园|2019年7月|漫画改|沙雕|TV|Passione|2019|漫改|百合|女高中生的无所事事|日本|さんぺい聖|赤﨑千夏|治愈|青春|轻百合|三瓶圣|2019年|高桥丈夫|吐槽|户松遥|横谷昌宏|有趣的女人|动画|2019夏|丰崎爱生|パッショーネ|喜剧,https://chii.in/subject/265708
408,755,243916,約束のネバーランド,约定的梦幻岛,2019,7.6,11775,悬疑|CloverWorks|2019年1月|漫改|智斗|漫画改|TV|冒险|2019|JUMP|奇幻|noitaminA|神戸守|孩子们的冒险|邪道|日本|约定的梦幻岛|神户守|大野敏哉|剧情|2019年|热血|猎奇|动画|内田真礼|科幻|神作|日本动画|致郁|战斗,https://chii.in/subject/243916
409,756,885,喰霊-零-,食灵-零-,2008,7.6,4818,百合|食灵零|黄泉|TV|神改编|2008年10月|AIC|原作无视|悲剧|2008|奇幻|茅原実里|灵异|漫画改|动作|战斗|喰灵ZERO|原创|asread|漫改|青木英|あおきえい|白石|致郁|神棍|日本|2008年|茅原实里|アスリード|若本,https://chii.in/subject/885
414,772,1851,Angel Beats!,天使的心跳！,2010,7.6,22590,麻枝准|key|AngleBeats!|P.A.WORKS|原创|2010年4月|TV|治愈|催泪|2010|校园|神谷浩史|花泽香菜|奇幻|香菜|伪团长|死后的团长|AB|恋爱|殴打天使|日本|搞笑|岸诚二|战斗|Angel|岸誠二|日常|2010年|麻麻麻麻麻麻麻枝准|Beats,https://chii.in/subject/1851
415,773,526448,グノーシア,古诺希亚,2025,7.6,2564,游戏改|悬疑|2025年10月|科幻|花田十辉|轮回|TV|domerica|2025|日本|推理|Aniplex|SF|市川量也|2025年|狼人杀|藤村鼓乃美|智斗|早见沙织|佐仓绫音|花泽香菜|津田健次郎|长谷川育美|安济知佳|鬼头明里|关智一|2026年1月|大冢刚央|花田十輝|游戏改编,https://chii.in/subject/526448
416,774,8081,荒川アンダー ザ ブリッジ×ブリッジ,荒川爆笑团2,2010,7.6,5596,新房昭之|荒川爆笑团|搞笑|电波系|SHAFT|神谷浩史|2010年10月|TV|2010|坂本真綾|杉田智和|招兵买马|漫画改|第二季|日常|电波|小珊|子安武人|漫改|2010-10月番|日本|恋爱|吐槽|笑得肚子疼|治愈|坂本真绫|中村光|续作|中村悠一|十月番,https://chii.in/subject/8081
418,776,51928,とある科学の超電磁砲S,某科学的超电磁炮S,2013,7.6,17341,J.C.STAFF|炮姐|超电磁炮|2013年4月|百合|御坂美琴|校园|TV|轻小说改|战斗|漫画改|2013|黑子|长井龙雪|科幻|花泽香菜|漫改|魔法禁书目录|日本|超能力|某科学的超电磁炮|奇幻|轻改|日常|豊崎愛生|轻百合|续作|長井龍雪|热血|佐藤利奈,https://chii.in/subject/51928
421,782,444557,無職転生Ⅱ ～異世界行ったら本気だす～ 第2クール,无职转生 第二季 ～到了异世界就拿出真本事～ 第2部分,2024,7.6,13206,异世界|轻小说改|2024年4月|StudioBind|后宫|奇幻|无职转生|TV|战斗|2024|轻改|穿越|续作|小说改|冒险|日本|無職轉生|恋爱|渋谷亮介|平野宏树|涩谷亮介|亲情|转生|成长|魔法|2024年|大野敏哉|热血|校园|日常,https://chii.in/subject/444557
422,785,183878,ヴァイオレット・エヴァーガーデン,紫罗兰永恒花园,2018,7.6,21254,京阿尼|轻小说改|紫罗兰永恒花园|治愈|2018年1月|TV|京都动画|奇幻|石立太一|2018|轻改|日常|小说改|京都アニメーション|日本|催泪|文库唯一大赏|恋爱|吉田玲子|2018年|石川由依|战争|单元剧|京都|神作|成长|剧情|子安武人|人类圣经|爱情,https://chii.in/subject/183878
423,787,4562,家庭教師ヒットマンREBORN!,家庭教师HITMAN REBORN!,2006,7.6,4165,家庭教师|JUMP|热血|家庭教師ヒットマンREBORN!|热血系|TV|2006|少年向|漫画改|战斗|彭锅裂牛郎团|基情|ArtLand|耽美系|漫改|2006年10月|五话寺|好人设|日本|reeborn|6918|搞笑|长篇|奇幻|天野明|童年|2006年|8059|今泉賢一|校园,https://chii.in/subject/4562
425,789,10440,あの日見た花の名前を僕達はまだ知らない。,我们仍未知道那天所看见的花的名字。,2011,7.6,26312,治愈|催泪|友情|あの日見た花の名前を僕達はまだ知らない|2011年4月|A-1Pictures|原创|TV|伤感|2011|あの花|noitaminA|恋爱|A-1|长井龙雪|日本|櫻井孝宏|冈田麿里|青春|岡田麿里|四月番|未闻花名|入野自由|長井龍雪|冈田磨里|日常|茅野爱衣|2011年|奇幻|神作,https://chii.in/subject/10440
431,800,5649,生徒会役員共,妄想学生会,2010,7.5,10136,黄段子|吐槽|搞笑|2010年7月|學生會|TV|工口|黄段子学生会|GoHands|漫画改|校园|2010|日常|女校什么的太邪恶了|日笠阳子|糟糕|脑补|漫改|超M会长|妄想学生会|日本|学生会|糟糕物可能|后宫|金澤洪充|2010年|浅沼晋太郎|金泽洪充|氏家ト全|节操,https://chii.in/subject/5649
432,806,331480,明日ちゃんのセーラー服,明日同学的水手服,2022,7.5,7066,CloverWorks|日常|百合|校园|2022年1月|漫画改|TV|治愈|2022|青春|漫改|黒木美幸|河野恵美|博|福島祐一|日本|轻百合|少女|2022年|水手服|黑木美幸|山崎莉乃|青年向|日本动画|美少女|明日同学的水手服|TVA|轻百|村上まなつ|2020s,https://chii.in/subject/331480
433,807,274234,小林さんちのメイドラゴンS,小林家的龙女仆S,2021,7.5,13560,京阿尼|日常|搞笑|2021年7月|百合|TV|小林家的龙女仆|漫画改|漫改|京都动画|2021|武本康弘|石原立也|萌|日本|奇幻|京都アニメーション|治愈|轻百合|续作|战斗|小林家的妹抖龙|2021年|喜剧|萌系|山田由香|未定档|轻百|京都|TVA,https://chii.in/subject/274234
434,814,77171,ガンダムビルドファイターズ,高达创战者,2013,7.5,2132,高达|SUNRISE|TV|原创|2013年10月|玩具番|黑田洋介|萝卜|2013|机战|GUNDAM|ガンダムビルドファイターズ|长崎健司|科幻|日本|热血|長崎健司|黒田洋介|战斗|林ゆうき|小松未可子|原创动画|林友树|早见沙织|高达创战者|2013年|早見沙織|高达男朋友|サンライズ|TVA,https://chii.in/subject/77171
435,815,509297,ウマ娘 シンデレラグレイ,赛马娘 芦毛灰姑娘,2025,7.5,8406,赛马娘|运动|CygamesPictures|2025年4月|漫画改|TV|热血|励志|日本|2025|漫改|偶像|伊藤祐毅|久住太阳|金田一士|竞技|百合|cygames|三浦武弘|2025年|校园|小栗帽|みうらたけひろ|神作|日常|轻百合|游戏改|原创|续作|2025春,https://chii.in/subject/509297
439,822,514358,CITY THE ANIMATION,小城日常,2025,7.5,7675,京阿尼|日常|2025年7月|漫画改|TV|搞笑|京都动画|2025|石立太一|日本|电波|漫改|京都アニメーション|青年向|新井圭一|治愈|喜剧|2025年|群像|校园|萌|轻百合|青春|7月|小城日常|TVA|小松未可子|石川由依|奇幻|豊崎愛生,https://chii.in/subject/514358
441,824,412916,BLEACH 千年血戦篇-訣別譚-,死神 千年血战篇-诀别谭-,2023,7.5,3018,死神|2023年7月|热血|战斗|TV|StudioPierrot|漫画改|漫改|2023|JUMP|奇幻|BLEACH|田口智久|日本|梅原裕一郎|日本动画|续作|久保带人|动画|2023年|ぴえろ|TVA|爷青回|日漫|小丑社|7月|鷺巣詩郎|平松正樹|季番|民工,https://chii.in/subject/412916
443,828,199392,血界戦線 & BEYOND,血界战线 & BEYOND,2017,7.5,6538,BONES|战斗|奇幻|2017年10月|漫画改|TV|血界战线|热血|漫改|2017|续作|搞笑|第二季|高柳滋仁|日本|加茂靖子|群像|2017年|骨头社|日常|单元剧|内藤泰弘|日本动画|川元利浩|中井和哉|岩崎太整|石田彰|季番|燃|科幻,https://chii.in/subject/199392
444,829,390555,New PANTY & STOCKING with GARTERBELT,新 吊带袜天使,2025,7.5,6313,原创|TRIGGER|今石洋之|2025年7月|TV|战斗|搞笑|奇幻|喜剧|吊带袜天使|2025|日本|恶搞|续作|2023|抽象|美式|重口|猎奇|未确定|百合|2025年|未定档|下限|少儿不宜|季番|7月|日本动画|若林广海|五十岚海,https://chii.in/subject/390555
447,836,545328,銀河特急 ミルキー☆サブウェイ,银河特急 银河☆地铁,2025,7.5,3892,原创|泡面番|科幻|2025年7月|短片|TV|搞笑|2025|3D|日本|龟山阳平|公路片|亀山陽平|公路|新画风|独立动画|寺澤百花|WEB|奇幻|悬疑|2025年|泡面|永瀬アンナ|喜剧|复古|日本动画|シンエイ動画|昭和|金元寿子|赛博朋克,https://chii.in/subject/545328
448,837,486347,薬屋のひとりごと 第2期,药屋少女的呢喃 第二季,2025,7.5,6396,推理|2025年1月|悬疑|TV|轻小说改|中国风|TOHOanimationSTUDIO|小说改|日本|2025|恋爱|轻改|OLM|续作|宫廷|日常|悠木碧|筆坂明規|2025年|中华风|笔坂明规|药屋少女的呢喃|东宝|治愈|2025年4月|搞笑|半年番|长沼范裕|漫画改|国风,https://chii.in/subject/486347
449,838,2585,とある科学の超電磁砲,某科学的超电磁炮,2009,7.5,22315,J.C.STAFF|炮姐|超电磁炮|百合|御坂美琴|2009年10月|TV|bilibili|战斗|漫画改|黑子|2009|魔法禁书目录|科学超电磁炮|校园|科幻|傲娇娘|漫改|日常|日本|奇幻|长井龙雪|超能力|轻小说改|某科学的超电磁炮|姐控|長井龍雪|轻改|轻百合|热血,https://chii.in/subject/2585
450,839,317680,かげきしょうじょ!!,歌剧少女!!,2021,7.5,2786,2021年7月|TV|PINEJAM|漫画改|校园|歌剧|2021|百合|励志|音乐|漫改|少女|青春|米田和弘|日本|森下直|群像|2021年|千本木彩花|轻百合|PINE_JAM|日常|斉藤恒芳|宝冢|歌剧少女|2020s|TVA|日本动画|花守ゆみり|季番,https://chii.in/subject/317680
451,841,54433,やはり俺の青春ラブコメはまちがっている。,我的青春恋爱物语果然有问题,2013,7.5,23236,轻小说改|校园|恋爱|我的青春恋爱物语果然有问题|2013年4月|大老师|TV|BrainsBase|2013|早见纱织|轻改|青春|小说改|悠木碧|日本|日常|党争|后宫|渡航|小松未可子|东山奈央|搞笑|吉村愛|吉村爱|春物|2013年|早见沙织|江口拓也|菅正太郎|やなぎなぎ,https://chii.in/subject/54433
452,842,95225,Fate/stay night [Unlimited Blade Works],Fate/stay night [Unlimited Blade Works],2014,7.5,18953,Type-Moon|ufotable|Fate|2014年10月|游戏改|战斗|TV|UBW|FateStayNight|奇幻|GAL改|2014|热血|三浦貴博|日本|fsn|恋爱|三浦贵博|2014年|奈須きのこ|奈须蘑菇|小山力也|植田佳奈|远坂凛|魔法|游改|Saber|期待|川澄绫子|型月,https://chii.in/subject/95225
454,846,251831,斉木楠雄のΨ難 完結編,齐木楠雄的灾难 完结篇,2018,7.5,7261,搞笑|J.C.STAFF|校园|漫画改|2018|TV|超能力|日常|齐木楠雄的灾难|漫改|2018年12月|神谷浩史|OVA|日本|2019年1月|奇幻|续作|吐槽|桜井弘明|SP|樱井弘明|EGGFIRM|2018年|恋爱|JUMP|2018年10月|治愈|茅野爱衣|TVSP|EGG_FIRM,https://chii.in/subject/251831
455,848,269918,ハイキュー!! TO THE TOP,排球少年 TO THE TOP,2020,7.5,3326,运动|ProductionI.G|热血|2020年1月|TV|漫画改|2020|排球|漫改|排球少年|Production.I.G|运动番|JUMP|佐藤雅子|岸本卓|日本|校园|竞技|续作|青春|排球！！|励志|Production_I.G|搞笑|石川界人|2020年|日本动画|季番|体育|橘麻美,https://chii.in/subject/269918
457,851,141799,ふらいんぐうぃっち,飞翔的魔女,2016,7.5,4823,日常|治愈|J.C.STAFF|2016年4月|漫画改|TV|清新|飞翔的魔女|2016|漫改|搞笑|奇幻|桜美かつし|樱美胜志|日本|2016年|魔女|魔法|黑丝|漫画改编|萌|日本动画|出羽良彰|石塚千尋|三重野瞳|季番|TVA|动画|治愈系|轻松,https://chii.in/subject/141799
458,853,1444,咲-Saki-,天才麻将少女,2009,7.5,6669,百合|麻将|GONZO|TV|超能力百合麻雀少女|2009年4月|天才麻将少女|漫画改|2009|外挂|saki|钉宫理惠|萌|巨乳|校园|漫改|小野学|竞技|超能力|热血|麻将少女|日本|植田佳奈|运动|LOLI|轻百合|燃|小清水亚美|2009年|日常,https://chii.in/subject/1444
459,855,508003,Dr.STONE SCIENCE FUTURE 第2クール,石纪元 科学与未来 第2部分,2025,7.5,2243,科幻|2025年7月|漫画改|热血|TV|漫改|TMS|冒险|战斗|2025|日本|石纪元|JUMP|少年向|续作|松下周平|搞笑|科普|科学|Dr.Stone|2025年|トムス・エンタテインメント|智斗|新石纪|TMSEntertainment|砂山藏澄|2025夏|7月|小林裕介|奇幻,https://chii.in/subject/508003
460,858,1010,機動戦士ガンダム00 セカンドシーズン,机动战士高达00 第二季,2008,7.5,5366,GUNDAM|高达|SUNRISE|機動戦士ガンダムOO|TV|2008|原创|水岛精二|机动战士高达00|蛋蛋|萝卜|神棍|机战|科幻|2008年10月|美丽的中二|神谷浩史|OO|日本|黑田洋介|高达蛋蛋|战斗|宫野真守|2nd|川井宪次|水島精二|战争|黒田洋介|渣作|川井憲次,https://chii.in/subject/1010
463,864,11145,バカとテストと召喚獣にっ!,笨蛋，测验，召唤兽2,2011,7.5,10892,搞笑|秀吉|笨蛋|2011年7月|轻小说改|大沼心|TV|校园|闷声色狼|SILVERLINK.|伪娘|2011|瑞希的料理|后宫|精神食粮|轻改|小说改|二期|恋爱|日常|加藤英美里|日本|笨蛋测验召唤兽|闷骚男|续作|腐向|笨蛋测试召唤兽|2011年|下野紘,https://chii.in/subject/11145
465,869,29307,境界線上のホライゾンII,境界线上的地平线 第二季,2012,7.5,3243,境界线上的地平线|SUNRISE|2012年7月|轻小说改|TV|福山润|裸王|2012|搞笑|川上稔|第二季|战斗|二期|贤姐|轻改|小野学|小说改|科幻|子安武人|卖肉|后宫|奇幻|日本|七月番|2012.7|萝卜|2012年|续作|肉|燃,https://chii.in/subject/29307
466,871,219200,からかい上手の高木さん,擅长捉弄的高木同学,2018,7.5,10982,恋爱|校园|狗粮|日常|2018年1月|漫画改|TV|擅长调情的西片太太|SHIN-EI|2018|漫改|擅长捉弄的高木同学|搞笑|日本|赤城博昭|TV　|TⅤ|TＶ|青春|纯爱|治愈|高桥李依|シンエイ動画|横手美智子|2018年|甜|高橋李依|梶裕贵|闪光|动画,https://chii.in/subject/219200
467,872,296659,ラブライブ！虹ヶ咲学園スクールアイドル同好会,Love Live! 虹咲学园校园偶像同好会,2020,7.5,5811,偶像|百合|SUNRISE|原创|LoveLive|2020年10月|TV|音乐|校园|2020|扭曲|河村智之|田中仁|ラブライブ|鬼頭明里|LoveLive！|日本|2020年|轻百合|日常|10月|青春|霸权|LoveLive!|横田拓己|夹脚|治愈|サンライズ|TVA|季番,https://chii.in/subject/296659
468,873,10742,よんでますよ、アザゼルさん。,恶魔阿萨谢尔在召唤你,2011,7.5,4599,重口|吐槽|搞笑|糟糕|2011年4月|神谷浩史|TV|2011|水島努|浪川大輔|漫画改|佐藤利奈|小野坂昌也|水岛努|钉宫理惠|Production.I.G|漫改|ProductionI.G|kuso|日本|四月番|アザゼル|奇幻|恶魔阿萨谢尔在召唤你|I.G|下限|日常|2011年|Production|中井和哉,https://chii.in/subject/10742
470,877,110648,WORKING!!!,迷糊餐厅 第三季,2015,7.5,4113,搞笑|日常|A-1Pictures|2015年7月|漫画改|TV|恋爱|2015|working!!|漫改|神谷浩史|阿澄佳奈|福山润|萨满汪汪|职场|藤田咲|日本|WORKING|治愈|迷糊餐厅|鎌倉由実|小野大辅|欢乐|续作|镰仓由实|2015年|喜多村英梨|高津カリノ|萌|A-1,https://chii.in/subject/110648
471,878,47889,凪のあすから,来自风平浪静的明天,2013,7.5,8679,P.A.WORKS|恋爱|原创|冈田麿里|2013年10月|TV|花泽香菜|2013|贵圈真乱|奇幻|NTR|原创动画|校园|青春|胃疼|治愈|日本|2013年10月秋アニメ|逢坂良太|篠原俊哉|扭曲|岡田麿里|来自风平浪静的明天|2013年|日常|茅野爱衣|催泪|石川界人|筱原俊哉|半年番,https://chii.in/subject/47889
472,881,2464,荒川アンダー ザ ブリッジ,荒川爆笑团,2010,7.5,8030,新房昭之|电波|荒川爆笑团|搞笑|2010年4月|神谷浩史|SHAFT|TV|2010|坂本真綾|杉田智和|漫画改|新房式强力吐槽|爆笑|日常|恋爱|电波族|子安武人|漫改|星星|吐槽|日本|中村光|治愈|电波系|2010年|坂本真绫|横山克|日本动画|中村悠一,https://chii.in/subject/2464
474,892,115932,憑物語,凭物语,2014,7.5,7592,物语系列|新房昭之|SHAFT|西尾维新|轻小说改|TV|2014|2014年12月|奇幻|早见纱织|后宫|OVA|轻改|小说改|神谷浩史|板村智幸|凭物语|日本|2015年1月|恋爱|2014年|物语|吐槽|续作|怪异|校园|搞笑|西尾維新|战斗|TVSP,https://chii.in/subject/115932
476,896,53984,よんでますよ、アザゼルさん。Z,恶魔阿萨谢尔在召唤你Z,2013,7.5,3034,搞笑|2013年4月|下限|Production.I.G|吐槽|TV|神谷浩史|水岛努|2013|恶魔阿莎谢尔|漫画改|浪川大輔|小野坂昌也|ProductionI.G|漫改|重口|糟糕|日本|水島努|奇幻|佐藤利奈|节操|续作|恶魔阿萨谢尔在召唤你|日常|2013年|动画|季番|浪川大辅|アニメ,https://chii.in/subject/53984
478,899,4255,WORKING!!,迷糊餐厅,2010,7.5,6947,搞笑|WORKING|A-1Pictures|2010年4月|TV|福山润|欢乐|日常|漫画改|神谷浩史|2010|萌|小野大辅|恋爱|餐厅|萝莉控|迷你控|漫改|A-1|职场|萌杀|日本|平池芳正|治愈|阿澄佳奈|迷糊餐厅|mini控|2010年|福山潤|喜多村英梨,https://chii.in/subject/4255
479,900,312723,平穏世代の韋駄天達,平稳世代的韦驮天们,2021,7.5,5891,MAPPA|战斗|漫画改|2021年7月|奇幻|TV|猎奇|2021|漫改|クール教信者|智斗|城所聖明|noitaminA|瀬古浩司|日本|城所圣明|堀江由衣|搞笑|天原|血腥|热血|2021年|平稳世代的韦驮天们|濑古浩司|2021夏|日本动画|季番|出羽良彰|8分|朴璐美,https://chii.in/subject/312723
