list_rank,bgm_rank,id,name,name_cn,year,score,votes,tags,url
179,285,3892,逆境無頼カイジ Ultimate Survivor,赌博默示录,2007,7.9,6317,MADHouse|赌博|心理|福本伸行|TV|漫画改|赌博默示录|智斗|2007年10月|2007|漫改|丧家犬的奋斗史|悬疑|佐藤雄三|日本|剧情|ざわ…|ZAWA|Kaiji|补番|热血|2007年|神作|竞技|推理|日本动画|半年番|补旧番|斗智|戒赌,https://chii.in/subject/3892
180,286,193378,サクラダリセット,重启咲良田,2017,7.9,8480,轻小说改|时空轮回|2017年4月|TV|悬疑|davidproduction|超能力|悠木碧|2017|花泽香菜|轻改|恋爱|川面真也|奇幻|小说改|智斗|石川界人|河野裕|轮回|日本|校园|剧情|科幻|推理|david_production|神作|重启咲良田|穿越|青春|2017年,https://chii.in/subject/193378
181,288,24790,男子高校生の日常,男子高中生的日常,2012,7.9,21865,搞笑|吐槽|男子高中的日常|日常|SUNRISE|2012年1月|TV|杉田智和|漫画改|校园|2012|吐槽向|铃村健一|吐槽帝再现|漫改|入野自由|高松信司|喜剧|日本|三癞子|青春|新番|银桑|2012年|爆笑|石田彰|男子高中生的日常|文学少女|山内泰延|动画,https://chii.in/subject/24790
183,293,214265,少女☆歌劇 レヴュースタァライト,少女☆歌剧 Revue Starlight,2018,7.9,15819,原创|百合|2018年7月|TV|少女☆歌剧|歌剧|舞台|古川知宏|战斗|2018|音乐|KINEMA.CITRUS|少女歌剧|KINEMACITRUS|偶像|日本|奇幻|校园|KINEMA_CITRUS|无法预测的命运之舞台|扭曲|意识流|轻百合|电波|2018年|少女|神作|樋口達人|轮回|小出卓史,https://chii.in/subject/214265
188,312,302286,BLEACH 千年血戦篇,死神 千年血战篇,2022,7.9,4472,死神|2022年10月|热血|BLEACH|TV|战斗|漫画改|漫改|StudioPierrot|JUMP|2022|爷青回|奇幻|田口智久|日本动画|日本|续作|久保带人|2022年|ぴえろ|民工漫|民工|冒险|鹭巢诗郎|TVA|小丑社|动画|10月|剧情|studioぴえろ,https://chii.in/subject/302286
189,313,2463,デュラララ!!,无头骑士异闻录,2010,7.9,13784,成田良悟|无头骑士异闻录|デュラララ!!|2010年1月|DRRR!!|TV|池袋|神谷浩史|电击文库|2010|轻小说改|节奏紧凑|DOLLARS|好人设|BrainsBase|奇幻|群像|福山润|小说改|轻改|剧情|日本|大森贵弘|Brain|神画面|大森貴弘|战斗|群像剧|宫野真守|悬疑,https://chii.in/subject/2463
190,314,207573,月がきれい,月色真美,2017,7.9,15978,恋爱|校园|原创|青春|纯爱|2017年4月|Feel.|TV|月色真美|岸诚二|2017|日常|治愈|原创动画|岸誠二|日本|柿原優子|狗粮|小原好美|爱情|loundraw|2017年|神作|柿原优子|东山奈央|TVA|季番|2017春|日本动画|8分,https://chii.in/subject/207573
191,315,2896,×××HOLiC◆継,×××HOLiC◆继,2008,7.9,3101,CLAMP|XXXholic|奇幻|TV|四月一日|福山潤|Production.I.G|2008年4月|2008|漫画改|中井和哉|羁绊|ProductionIG|水岛努|漫改|百四|ProductionI.G|S.E.N.S|灵异|穿越|神思者|福山润|日本|水島努|横手美智子|治愈|2008年|续作|搞笑|动画,https://chii.in/subject/2896
192,317,293049,かぐや様は告らせたい?～天才たちの恋愛頭脳戦～,辉夜大小姐想让我告白?～天才们的恋爱头脑战～,2020,7.9,23406,恋爱|搞笑|校园|A-1Pictures|漫画改|2020年4月|TV|日常|漫改|2020|かぐや様は告らせたい～天才たちの恋愛頭脳戦～|日本|畠山守|小俣真一|辉夜大小姐想让我告白|续作|青春|狗粮|2020年|赤坂アカ|喜剧|赤坂明|A-1_Pictures|古川慎|纯爱|古贺葵|智斗|恋爱喜剧|动画|小原好美,https://chii.in/subject/293049
193,318,448478,忘却バッテリー,失忆投捕,2024,7.9,6450,运动|MAPPA|棒球|2024年4月|漫画改|搞笑|TV|校园|2024|热血|漫改|横手美智子|宮野真守|日本|中园真登|中園真登|励志|青春|竞技|失忆投捕|日常|2024年|増田俊樹|TVA|季番|运动番|日本动画|治愈|成长|体育,https://chii.in/subject/448478
194,321,91205,ハイスコアガール,高分少女,2018,7.9,6143,恋爱|J.C.STAFF|2018年7月|TV|漫改|街机游戏|漫画改|高分少女|2018|情怀|游戏|无口|押切蓮介|白学|山川吉樹|青春|日本|搞笑|校园|3D|日常|山川吉树|党争|2018年|季番|治愈|日本动画|狗粮|TVA|三角恋,https://chii.in/subject/91205
195,322,221726,ハクメイとミコチ,妖精森林的小不点,2018,7.9,3542,治愈|日常|2018年1月|漫画改|奇幻|TV|Lerche|2018|萌|漫改|百合|治愈系|安藤正臣|吉田玲子|哈库梅伊与蜜珂析|日本|轻百合|2018年|童话|大河内一楼|樫木祐人|妖精森林的小不点|美食|下地紫野|ラルケ|萌系|TVA|日本动画|松田利冴|2018冬,https://chii.in/subject/221726
197,328,23161,偽物語,伪物语,2012,7.9,14605,新房昭之|西尾维新|SHAFT|伪物语|物语系列|2012年1月|TV|轻小说改|战场原荡漾|2012|神谷浩史|奇幻|可疑的肉片|垃圾君|后宫|小说改|轻改|西尾你赢了|日本|萌。萌。萌。|荡漾|恋爱|吐槽|物语|神前晓|刷牙|2012年|校园|短发|花泽香菜,https://chii.in/subject/23161
198,330,29421,君と僕。2,少年同盟 2,2012,7.9,2111,治愈|少年同盟|J.C.STAFF|2012年4月|清新|校园|這就是青春啊|TV|骚年们|2012|治愈系|青春|漫画改|女主是男生|日常|四月番|漫改|内山昂辉|木村良平|入野自由|2012春番|吉田玲子|アニメ|日本|神户守|神戸守|2012年|动画|友情|小野友树,https://chii.in/subject/29421
199,334,486,NANA－ナナ－,娜娜,2006,7.9,3814,NANA|MADHouse|矢泽爱|2006|TV|催泪|恋爱|漫画改|治愈系|浅香守生|娜娜|朴璐美|音乐|大魔王|纠结|漫改|2006年4月|奈奈|707|石田彰|日本|治愈|青春|TV完结|ナナ|少女|百合|2006年|爱情|森川智之,https://chii.in/subject/486
200,335,235130,ぐらんぶる,碧蓝之海,2018,7.9,16930,搞笑|颜艺|漫画改|2018年7月|A-1Pictures|TV|日常|碧蓝之海|漫改|爆笑|校园|2018|潜水动画（迫真）|ZERO-G|高松信司|日本|青春|青年向|恋爱|运动|沙雕|内田雄馬|井上坚二|潜水|2018年|喜剧|神作|社团|井上堅二|木村良平,https://chii.in/subject/235130
201,337,26449,人類は衰退しました,人类衰退之后,2012,7.9,8863,人类衰退之后|轻小说改|2012年7月|田中罗密欧|TV|中原麻衣|内涵|AIC|治愈|岸诚二|2012|田中ロミオ|奇幻|吐槽|轻改|小说改|轻小说|日本|日常|搞笑|岸誠二|七月番|猎奇|科幻|末世|电波|萌|2012年|剧情|上江洲誠,https://chii.in/subject/26449
205,350,6390,遊☆戯☆王デュエルモンスターズ,游戏王－怪兽之决斗,2000,7.9,3290,游戏王|童年|经典|TV|2000|漫画改|热血|神棍打牌王|俺のターン！|社长|漫改|nico入门必修作|卡牌|三人行必有基友|奇幻|童年系|StudioGallop|日本|战斗|2000年4月|HA☆NA☆SE!|2000年|科幻|YGO|长篇|ぎゃろっぷ|少年向|JUMP|打牌|遊☆戯☆王,https://chii.in/subject/6390
208,357,282,狼と香辛料,狼与香辛料,2008,7.8,11589,狼と香辛料|萌狼|轻小说改|TV|小清水亚美|治愈|2008年1月|治愈系|福山润|经济|2008|轻小说|IMAGIN|轻改|奇幻|电击文库|恋爱|小说改|日本|公路片|狼|旅行|狼与香辛料|高桥丈夫|日常|高橋丈夫|神|公路|2008年|咱,https://chii.in/subject/282
209,358,395378,ダンジョン飯,迷宫饭,2024,7.8,16699,美食|TRIGGER|奇幻|漫画改|冒险|2024年1月|搞笑|异世界|TV|漫改|2024|战斗|九井谅子|日本|宫岛善博|宮島善博|治愈|日常|2023|公路片|迷宫饭|2024年|日本动画|地下城|半年番|光田康典|扳机社|千本木彩花|2024年4月|うえのきみこ,https://chii.in/subject/395378
210,359,248175,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,辉夜大小姐想让我告白～天才们的恋爱头脑战～,2019,7.8,26295,恋爱|搞笑|A-1Pictures|校园|漫画改|2019年1月|TV|日常|漫改|2019|狗粮|赤坂アカ|吔我狗粮啦|畠山守|日本|小俣真一|辉夜大小姐想让我告白|青春|喜剧|2019年|赤坂明|智斗|恋爱喜剧|傲娇|古川慎|小原好美|中西やすひろ|辉夜大小姐|纯爱|古贺葵,https://chii.in/subject/248175
212,363,977,あずまんが大王 THE ANIMATION,笑园漫画大王,2002,7.9,2502,搞笑|J.C.STAFF|阿兹漫画大王|校园|TV|治愈|日常|2002|大阪|漫画改|四格|电波|2002年4月|日本|漫改|千代爸爸|治愈系|阿兹|東清彥|大河内一楼|锦织博|校園漫畫大王|錦織博|OTL|2002年|百合|空气系|azu|半年番|补番,https://chii.in/subject/977
215,367,332649,Sonny Boy,漂流少年,2021,7.8,9656,原创|MADHouse|夏目真悟|奇幻|2021年7月|意识流|TV|青春|校园|2021|超能力|群像|渡边信一郎|日本|日本动画|电波|江口寿史|成长|神作|2021年|实验动画|漫改|存在主义|哲学|漂流少年|TVA|久貝典史|久贝典史|悠木碧|季番,https://chii.in/subject/332649
216,368,68035,有頂天家族,有顶天家族,2013,7.8,6005,P.A.WORKS|森見登美彦|小说改|2013年7月|TV|有顶天家族|久米田康治|2013|能登麻美子|奇幻|櫻井孝宏|治愈|吉原正行|日常|诹访部顺一|轻小说改|森见登美彦|日本|轻改|搞笑|樱井孝宏|菅正太郎|妖怪|2013年|2013夏|中原麻衣|狸猫|京都|动画|TVA,https://chii.in/subject/68035
217,369,333664,であいもん,相合之物,2022,7.8,10106,治愈|日常|2022年4月|漫画改|养女儿|TV|美食|EncourageFilms|2022|漫改|吉田玲子|相合之物|追崎史敏|日本|搞笑|职场|島﨑信長|温馨|恋爱|亲情|萌|2022年|萝莉|六果|家庭|エンカレッジフィルムズ|TVA|季番|日本动画|一果,https://chii.in/subject/333664
218,370,394260,僕の心のヤバイやつ,我心里危险的东西,2023,7.8,14813,恋爱|校园|2023年4月|漫画改|牛尾宪辅|TV|日常|SHIN-EI|纯爱|漫改|花田十辉|2023|搞笑|羊宮妃那|赤城博昭|日本|青春|治愈|日本动画|シンエイ動画|我心里危险的东西|2023年|狗粮|花田十輝|牛尾憲輔|季番|TVA|我心危|羊宫妃那|神作,https://chii.in/subject/394260
220,373,158316,モブサイコ100,灵能百分百,2016,7.8,16250,BONES|漫画改|搞笑|热血|2016年7月|TV|战斗|灵能百分百|ONE|漫改|2016|奇幻|超能力|立川让|川井宪次|樱井孝宏|日本|龟田祥伦|立川譲|校园|治愈|骨头社|成长|日常|2016年|作画|细谷佳正|青春|瀬古浩司|川井憲次,https://chii.in/subject/158316
222,376,150490,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,JOJO的奇妙冒险 不灭钻石,2016,7.8,14736,JOJO|热血|荒木飛呂彦|漫画改|战斗|2016年4月|TV|davidproduction|2016|漫改|奇幻|ジョジョの奇妙な冒険|JOJO的奇妙冒险|日本|智斗|荒木飞吕彦|日常|津田尚克|搞笑|david_production|david.production|大卫社|2016年|JUMP|超能力|续作|小林靖子|燃|加藤敏幸|神作,https://chii.in/subject/150490
225,379,2461,ギャグマンガ日和,搞笑漫画日和,2005,7.8,6372,吐槽|日和|搞笑|神作|2005|光速吐槽|TV|熊吉|泡面番|大地丙太郎|ArtLand|变态绅士|漫画改|神ED|不正经|語速|吐糟|漫改|名冢佳织|日本|2005年2月|名塚佳織|隋炀帝|2005年1月|恶搞|泡面|2005年|搞笑漫画日和|ギャグ|动画,https://chii.in/subject/2461
228,382,1512,狼と香辛料Ⅱ,狼与香辛料 第二季,2009,7.8,8203,萌狼|狼与香辛料|轻小说改|TV|2009年7月|狼と香辛料II|小清水亚美|经济|福山润|2009|轻小说|一只狼和大叔的故事|治愈|奇幻|恋爱|BrainsBase|轻改|商人|小说改|日本|旅行|公路片|高桥丈夫|日常|高橋丈夫|狼と香辛料|人狼神交记|Brain|续作|2009年,https://chii.in/subject/1512
233,392,300,俗・さよなら絶望先生,俗・再见绝望先生,2008,7.8,3734,新房昭之|绝望先生|SHAFT|久米田康治|TV|电波|神谷浩史|讽刺|吐槽|2008|2008年1月|漫画改|社会问题|绝望啦|漫改|搞笑|恶搞|校园|日本|治愈系|后宫|新房|续作|日常|2008年|绝望|动画|龙轮直征|日本政府|龍輪直征,https://chii.in/subject/300
236,397,7883,それでも町は廻っている,女仆咖啡厅,2010,7.8,5446,新房昭之|SHAFT|TV|搞笑|日常|漫画改|2010年10月|2010|小见川千明|妹抖咖啡厅|女仆|杉田智和|漫改|樱井孝宏|悠木碧|石黑正数|坂本真绫|日本|治愈|2010-10月番|梅津泰臣|石黒正数|电波|龙轮直征|校园|2010年|女仆咖啡厅|入野自由|TVA|龍輪直征,https://chii.in/subject/7883
237,398,313852,まちカドまぞく 2丁目,街角魔族 2丁目,2022,7.8,8330,芳文社|百合|日常|J.C.STAFF|搞笑|2022年4月|漫画改|TV|轻百合|魔法少女|2022|漫改|萌|街角魔族|樱井弘明|日本|奇幻|续作|治愈|校园|桜井弘明|小原好美|2022年|萌系|轻百|废萌|萌豚|季番|喜剧|恋爱,https://chii.in/subject/313852
238,399,243981,やがて君になる,终将成为你,2018,7.8,10256,百合|恋爱|校园|2018年10月|漫画改|TV|TROYCA|花田十辉|漫改|2018|一迅社|加藤誠|日本|治愈|寿美菜子|加藤诚|GL|日常|青春|2018年十月番|扭曲|终将成为你|2018年|花田十輝|仲谷鳰|漫画改编|真百|季番|神作|高田憂希,https://chii.in/subject/243981
239,403,515759,葬送のフリーレン 第2期,葬送的芙莉莲 第二季,2026,7.8,3819,2026年1月|MADHouse|奇幻|漫画改|TV|治愈|公路片|葬送的芙莉莲|日本|2026|漫改|异世界|战斗|续集|北川朋哉|日常|未定档|续作|旅行|冒险|寿命论|公路|魔法|斋藤圭一郎|催泪|2026年|小林千晃|原科大树|2024年10月|种崎敦美,https://chii.in/subject/515759
240,405,252655,ゾンビランドサガ,佐贺偶像是传奇,2018,7.8,14210,原创|搞笑|偶像|MAPPA|2018年10月|僵尸|TV|佐贺偶像是传奇|2018|cygames|音乐|宮野真守|境宗久|種田梨沙|日本|百合|治愈|励志|奇幻|沙雕|村越繁|TＶ|TⅤ|TV　|MAPPA　|恐怖|2018年|日常|本渡楓|本渡枫,https://chii.in/subject/252655
241,407,1219,げんしけん2,现视研2,2007,7.8,2842,现视研|宅|TV|Otaku|校园|2007|青春|漫画改|2007年10月|Arms|日常|现实|漫改|げんしけん2|腐女|日本|搞笑|宅出校园|よしもときんじ|扫盲|横手美智子|吉本欣司|生活|2007年|アームス|动画|续作|恋爱|腐|TVA,https://chii.in/subject/1219
242,410,287488,ゾンビランドサガ リベンジ,佐贺偶像是传奇 复仇,2021,7.8,8812,原创|偶像|MAPPA|搞笑|2021年4月|TV|僵尸|2021|音乐|续作|治愈|境宗久|百合|偶像大尸灰骨娘女骸|日本|村越繁|佐贺偶像是传奇|奇幻|励志|日本动画|cygames|热血|2021年|日常|季番|喜剧|轻百合|沙雕|高梨康治|TVA,https://chii.in/subject/287488
243,411,9853,レベルE,灵异E接触,2011,7.8,3831,富奸义博|马鹿王子|富坚义博|2011年1月|TV|浪川大辅|外星人|2011|搞笑|基情四射|漫画改|科幻|王子|SF|davidproduction|2011年1月番|漫改|富奸|富樫義博|StudioPierrot|马鹿|富奸义薄|加藤敏幸|子安武人|日本|奇幻|ぴえろ|david_production|梁邦彦|JUMP,https://chii.in/subject/9853
245,417,1878,スクールランブル 二学期,校园迷糊大王 二学期,2006,7.8,2877,校园迷糊大王|搞笑|校园|恋爱|TV|2006|恶搞|漫画改|school-rumble|欢乐|能登麻美子|2006年4月|StudioComet|天满成路人了|漫改|日本|SchoolRumble|日常|神作|青春|旗|金崎贵臣|小林尽|堀江由衣|2006年|续作|恋爱喜剧|喜剧|スタジオコメット|小清水亚美,https://chii.in/subject/1878
246,418,100449,月刊少女野崎くん,月刊少女野崎君,2014,7.8,21449,搞笑|动画工房|漫画改|2014年7月|恋爱|校园|纯爱|TV|月刊少女野崎君|2014|萌|漫改|中村悠一|動画工房|泽城美雪|日常|少女向|日本|木村良平|山﨑みつえ|小野友樹|青春|少女|山崎光惠|小泽亚李|治愈|2014年|中村能子|冈本信彦|喜剧,https://chii.in/subject/100449
247,419,337,フルメタル・パニック! The Second Raid,全金属狂潮 The Second Raid,2005,7.8,4628,全金属狂潮|京阿尼|TV|贺东招二|2005|萝卜|科幻|轻小说改|全金属狂潮3|雪野五月|关智一|GONZO|武本康弘|机战|2005年7月|京都动画|小说改|京都|轻改|TSR|日本|全金属狂潮2|战斗|京都アニメーション|搞笑|FMP|校园|恋爱|续作|角川书店,https://chii.in/subject/337
248,425,105255,シドニアの騎士 第九惑星戦役,希德尼娅的骑士 第九惑星战役,2015,7.8,4195,科幻|希德尼娅的骑士|2015年4月|TV|萝卜|漫画改|PolygonPictures|弐瓶勉|机战|2015|3D|漫改|村井さだゆき|逢坂良太|瀬下寛之|后宫|战斗|日本|2015年|续作|2015年1月|机甲|濑下宽之|洲崎绫|恋爱|人外|喜多村英梨|丰崎爱生|ポリゴン・ピクチュアズ|宇宙,https://chii.in/subject/105255
249,426,1373,Usavich,监狱兔 第一季,2006,7.8,4519,搞笑|监狱兔|泡面番|普京兔|短片|基里连科兔|2006|TV|治愈系（？）|越獄兔|原创|兔爷|俄罗斯|kuso|基里连科|治愈系|日本|普京|KanabanGraphics|監獄兔|童年|搞笑，|动画|3D|泡面|富冈聪|2006年|喜剧|富岡聡|欧美,https://chii.in/subject/1373
250,427,14220,君と僕。,少年同盟,2011,7.8,2942,少年同盟|治愈|清新|J.C.STAFF|2011年10月|TV|這就是青春啊|2011|友情|基片疑似|兄弟愛|校园|骚年!|漫画改|日常|骚年们|女主是男生|校园生活|青春|漫改|神戸守|吉田玲子|治愈系|内山昂辉|木村良平|2011年|入野自由|神户守|日本|搞笑,https://chii.in/subject/14220
251,428,979,BLACK LAGOON,黑礁,2006,7.8,5857,暴力美学|黑礁|MADHouse|枪战|TV|御姐|2006年4月|2006|漫画改|现代黑帮|暴力|战斗|广江礼威|漫改|莱薇|日本|暴力最高|黑帮|片渕須直|双子|片渊须直|犯罪|黑幫天堂|热血|动画|2006年|动作|広江礼威|浪川大辅|日本动画,https://chii.in/subject/979
252,429,3304,GUNSLINGER GIRL,神枪少女,2003,7.8,2414,MADHouse|TV|2003|漫画改|浅香守生|GUNSLINGERGIRL|扛枪萝莉|枪姬|2003年10月|战斗|漫改|小小的幸福|经典|致郁|少女打手枪|LOLI|日本|枪战|神枪少女|科幻|补番|萝莉|治愈|2003年|TVA|剧情|季番|相田裕|佐橋俊彦|佐桥俊彦,https://chii.in/subject/3304
253,435,12317,逆境無頼カイジ 破戒録篇,赌博默示录 破戒录篇,2011,7.8,4353,赌博默示录|MADHouse|福本伸行|赌博|TV|2011年4月|心理戰|心理|漫画改|2011|智斗|漫改|开司|臉能戳破紙|畫風微妙|ZAWA|日本|佐藤雄三|悬疑|扣人心弦|续作|剧情|萩原聖人|2011年|竞技|浪川大辅|热血|錐子臉|推理|日本动画,https://chii.in/subject/12317
254,436,69484,リトルバスターズ! 〜Refrain〜,Little Busters! 〜Refrain〜,2013,7.8,4741,key|J.C.STAFF|麻枝准|GAL改|催泪|LittleBusters！|2013年10月|TV|校园|游戏改|2013|世界的秘密|治愈|第二季|友情|日本|恋爱|山川吉樹|续作|日常|Little.Busters|LB|山川吉树|搞笑|青春|奇幻|key社|神作|2013年|堀江由衣,https://chii.in/subject/69484
260,447,284,苺ましまろ,草莓棉花糖,2005,7.8,3765,萌|治愈|草莓棉花糖|萝莉|莓乱扔|TV|可爱就是正义|2005|百合|日常|童梦|漫画改|2005年7月|LOLI|治愈系|搞笑|能登麻美子|佐藤卓哉|怪叔叔的爱|漫改|可爱|日本|童夢|生活|轻百合|2005年|小品作|折笠富美子|坂井久太|生天目仁美,https://chii.in/subject/284
262,452,299,さよなら絶望先生,再见绝望先生,2007,7.8,5779,新房昭之|绝望先生|SHAFT|久米田康治|神谷浩史|讽刺|TV|2007年7月|电波|2007|漫画改|社会问题|系色望|绝望啦|漫改|搞笑|吐槽|校园|绝望|日本|后宫|治愈系|日常|2007年|新房|野中蓝|井上麻里奈|新房大神|TVA|治愈,https://chii.in/subject/299
263,453,928,げんしけん,现视研,2004,7.8,3772,现视研|Otaku|TV|宅|校园|2004|漫画改|2004年10月|青春|日常|宅男腐女|不公正抽签|漫改|讲谈社|池端隆史|PALM|宅在校园|パルム|日本|搞笑|げんしけん|横手美智子|宅男|生活|2004年|水岛努|PALMSTUDIO|腐女|TVA|动画,https://chii.in/subject/928
264,458,1742,懺・さよなら絶望先生,忏・再见绝望先生,2009,7.8,2993,新房昭之|久米田康治|绝望先生|SHAFT|TV|吐槽|神谷浩史|2009年7月|绝望|2009|漫画改|系色望|漫改|搞笑|绝望了|电波|讽刺|校园|日本|新房大神|后宫|治愈系|日常|2009年|续作|新房|7月|社会问题|neta|龙轮直征,https://chii.in/subject/1742
265,459,138829,終物語,终物语,2015,7.8,8419,物语系列|新房昭之|西尾维新|SHAFT|2015年10月|TV|轻小说改|2015|奇幻|后宫|轻改|神谷浩史|小说改|物语|板村智幸|日本|井上麻里奈|校园|恋爱|终物语|2015年|吐槽|怪异|续作|悬疑|战斗|推理|西尾維新|搞笑|青春,https://chii.in/subject/138829
266,463,2127,AIR IN SUMMER,AIR 夏季篇,2005,7.8,4400,key|京阿尼|Air|OVA|催泪|GAL改|2005|SUMMER|治愈|游戏改|神作|神奈|治癒系|催泪弹|石原立也|TV|京都动画|京都|日本|key神|麻枝准|恋爱|京都アニメーション|2005年8月|奇幻|GAL|2005年|志茂文彦|日常|TVSP,https://chii.in/subject/2127
267,464,43558,ジョジョの奇妙な冒険,JOJO的奇妙冒险,2012,7.8,17855,JOJO的奇妙冒险|热血|荒木飞吕彦|漫画改|2012年10月|TV|战斗|JOJO|子安武人|2012|david_production|漫改|奇幻|神作|davidproduction|杉田智和|日本|津田尚克|智斗|david.production|漫画改编|冒险|搞笑|JUMP|燃|2012年|大卫社|小林靖子|岩崎琢|荒木飛呂彦,https://chii.in/subject/43558
268,466,2059,闘牌伝説アカギ 〜闇に舞い降りた天才〜,斗牌传说,2005,7.8,2770,麻将|福本伸行|MADHouse|赌博|TV|心理战|漫画改|2005|斗智|斗牌传说|智斗|2005年10月|漫改|赤木|日本|神心理战|开挂|佐藤雄三|心理|麻雀|竞技|青年向|悬疑|2000s|2005年|半年番|动画|高屋敷英夫|赤木茂|TVA,https://chii.in/subject/2059
269,467,2439,×××HOLiC,,2006,7.8,4214,CLAMP|XXXholic|Production.I.G|灵异|四月一日|TV|2006|福山润|漫画改|御姐|奇幻|2006年4月|家政男|中井和哉|郁子|漫改|水岛努|引人深思|ProductionI.G|百四|日本|穿越|水島努|横手美智子|治愈|S.E.N.S|日常|2006年|福山潤|动画,https://chii.in/subject/2439
271,471,193042,有頂天家族2,有顶天家族 第二季,2017,7.8,3187,P.A.WORKS|小说改|森见登美彦|TV|2017年4月|2017|奇幻|有頂天家族2|樱井孝宏|吉原正行|能登麻美子|有顶天家族|轻小说改|日常|治愈|日本|森見登美彦|轻改|续作|久米田康治|搞笑|2017年|诹访部顺一|TVA|妖怪|吉野裕行|檜垣亮|佐仓绫音|櫻井孝宏|恋爱,https://chii.in/subject/193042
273,475,79227,ノーゲーム・ノーライフ,游戏人生,2014,7.7,24115,轻小说改|MADHouse|2014年4月|异世界|TV|游戏|No_Game_No_Life|奇幻|搞笑|2014|轻改|茅野愛衣|智斗|小说改|日笠阳子|日本|田村ゆかり|后宫|井口裕香|穿越|战斗|游戏人生|石塚敦子|兄妹|花田十辉|松冈祯丞|妹控|热血|茅野爱衣|2014年,https://chii.in/subject/79227
274,476,3291,ジャングルはいつもハレのちグゥ,热带雨林的爆笑生活,2001,7.8,2340,搞笑|阿布|热带雨林|2001|强力吐槽片|TV|超展开|水岛努|吐槽|胸毛|商业表情|漫画改|吐槽男|阿布SAMA|杯具少年|SHIN-EI|kuso|2001年4月|シンエイ動画|漫改|日本|日常|水島努|横手美智子|悲剧男|动画|热带雨林的爆笑生活|2001年|森林之神|爆笑,https://chii.in/subject/3291
275,477,271151,からかい上手の高木さん②,擅长捉弄的高木同学 第二季,2019,7.7,8781,恋爱|狗粮|校园|日常|2019年7月|漫画改|TV|搞笑|SHIN-EI|擅长调情的西片太太|2019|漫改|擅长捉弄的高木同学|续作|日本|赤城博昭|治愈|青春|高桥李依|纯爱|シンエイ動画|高橋李依|2019年|甜|梶裕贵|日本动画|喜剧|神作|2019夏|山本崇一朗,https://chii.in/subject/271151
279,482,28900,ゆるゆり♪♪,摇曳百合♪♪,2012,7.7,7285,百合|阿卡林|搞笑|摇曳百合|动画工房|2012年7月|TV|日常|漫画改|萌|治愈|2012|存在感|摇曳百合♪♪|第二季|漫改|校园|太田雅彦|喜剧|日本|轻百合|動画工房|娛樂部|一迅社|续作|七月番|2012年|轻百|萌豚|なもり,https://chii.in/subject/28900
281,494,176478,けものフレンズ,兽娘动物园,2017,7.7,6204,2017年1月|游戏改|TV|兽娘动物园|百合|3D|萌|治愈|2017|たつき|超自然|ヤオヨロズ|けものフレンズ|YAOYOROZU|原创|子供向|废土|日本|奇幻|furry|日常|公路片|2017年|兽娘|科幻|八百万|动物|悬疑|搞笑|轻百合,https://chii.in/subject/176478
282,496,10385,TIGER & BUNNY,,2011,7.7,2892,基友英雄传|Tiger&Bunny|SUNRISE|2011年4月|基|兔虎|虎兔|TV|2011|大叔受|广告片|热血大叔|原创|广告英雄|桂正和|內涵治愈|热血|战斗|科幻|BANDAI&SOFTBANK|超能力|腐|さとうけいいち|日本|2011年|（揶揄）英雄|森田成一|英雄|佐藤敬一|平田广明,https://chii.in/subject/10385
283,497,181354,斉木楠雄のΨ難,齐木楠雄的灾难,2016,7.7,15346,搞笑|J.C.STAFF|校园|漫画改|2016年7月|超能力|日常|TV|齐木楠雄的灾难|神谷浩史|漫改|2016|吐槽|日本|小野大輔|横手美智子|喜剧|奇幻|桜井弘明|樱井弘明|泡面番|島﨑信長|茅野爱衣|2016年|EGGFIRM|治愈|恋爱|JUMP|半年番|麻生周一,https://chii.in/subject/181354
284,498,77476,シドニアの騎士,希德尼娅的骑士,2014,7.7,5340,科幻|漫画改|2014年4月|希德尼娅的骑士|TV|萝卜|PolygonPictures|弐瓶勉|2014|机战|3D|漫改|シドニアの騎士|静野孔文|子安武人|日本|后宫|战斗|村井さだゆき|逢坂良太|2014年|SF|恋爱|丰崎爱生|机甲|ポリゴン・ピクチュアズ|喜多村英梨|洲崎绫|TVA|动画,https://chii.in/subject/77476
285,504,484623,よふかしのうた Season 2,彻夜之歌 第二季,2025,7.7,5148,恋爱|奇幻|2025年7月|漫画改|TV|LIDENFILMS|2025|漫改|吸血鬼|日本|彻夜之歌|板村智幸|续作|日常|少年向|搞笑|横手美智子|青春|战斗|2025年|百合|都市|电波|琴山|纯爱|ライデンフィルム|雨宫天|7月|季番|待上映,https://chii.in/subject/484623
286,507,1263,魔法少女リリカルなのはA's,魔法少女奈叶A's,2005,7.7,2930,魔法少女奈叶|魔炮|百合|TV|魔法少女|2005|暴君|原创|菲特|奈叶|萌王|2005年10月|魔法少女リリカルなのはAS|SevenArcs|魔法少女リリカルなのはA|战斗|田村|水树奈奈|AS|日本|田村ゆかり|SEVEN・ARCS|夜天王|草川啓造|草川启造|奇幻|水树|都築真紀|续作|2005年,https://chii.in/subject/1263
